iteration,mu_friction_coeff,chain_tension_N,power_W,chain_speed_ms,efficiency_11sp_pct,efficiency_12sp_pct,delta_efficiency_pct,loss_11sp_pct,loss_12sp_pct
5946,0.004165,872.12,242.47,0.278,95.4184,95.6892,0.2707,4.5816,4.3108
5947,0.004148,830.07,166.49,0.2006,95.4372,95.7068,0.2696,4.5628,4.2932
5948,0.003689,901.03,170.6,0.1893,95.9421,96.1819,0.2398,4.0579,3.8181
5949,0.003774,755.73,180.88,0.2393,95.8482,96.0936,0.2453,4.1518,3.9064
5950,0.003773,881.81,257.85,0.2924,95.8501,96.0953,0.2452,4.1499,3.9047
5951,0.003051,798.92,174.23,0.2181,96.644,96.8423,0.1983,3.356,3.1577
5952,0.003026,820.6,180.96,0.2205,96.6719,96.8686,0.1967,3.3281,3.1314
5953,0.00322,1015.73,278.0,0.2737,96.4584,96.6677,0.2093,3.5416,3.3323
5954,0.00366,991.5,243.11,0.2452,95.9743,96.2122,0.2379,4.0257,3.7878
5955,0.003583,873.77,200.31,0.2292,96.0582,96.2912,0.2329,3.9418,3.7088
5956,0.003351,993.69,212.09,0.2134,96.3141,96.5319,0.2178,3.6859,3.4681
5957,0.003408,781.5,199.56,0.2554,96.2507,96.4722,0.2216,3.7493,3.5278
5958,0.003166,986.38,288.5,0.2925,96.5169,96.7228,0.2058,3.4831,3.2772
5959,0.003843,784.51,188.61,0.2404,95.7722,96.022,0.2498,4.2278,3.978
5960,0.002902,984.87,241.8,0.2455,96.8076,96.9962,0.1886,3.1924,3.0038
5961,0.003354,995.52,238.36,0.2394,96.3109,96.5289,0.218,3.6891,3.4711
5962,0.003854,762.44,255.85,0.3356,95.7604,96.0109,0.2505,4.2396,3.9891
5963,0.004001,773.77,217.63,0.2813,95.5991,95.8592,0.2601,4.4009,4.1408
5964,0.003117,979.51,281.56,0.2875,96.5713,96.7739,0.2026,3.4287,3.2261
5965,0.003169,858.78,251.4,0.2927,96.5138,96.7198,0.206,3.4862,3.2802
5966,0.00372,870.86,171.92,0.1974,95.9076,96.1495,0.2418,4.0924,3.8505
5967,0.002867,791.58,213.02,0.2691,96.8465,97.0328,0.1863,3.1535,2.9672
5968,0.003648,842.19,290.28,0.3447,95.9876,96.2247,0.2371,4.0124,3.7753
5969,0.004184,907.46,229.98,0.2534,95.398,95.6699,0.2719,4.602,4.3301
5970,0.003879,857.61,278.72,0.325,95.7334,95.9855,0.2521,4.2666,4.0145
5971,0.003177,764.72,165.54,0.2165,96.5048,96.7113,0.2065,3.4952,3.2887
5972,0.002811,984.03,235.65,0.2395,96.9077,97.0904,0.1827,3.0923,2.9096
5973,0.002981,915.03,167.27,0.1828,96.7212,96.915,0.1937,3.2788,3.085
5974,0.00347,694.74,199.02,0.2865,96.1827,96.4083,0.2256,3.8173,3.5917
5975,0.004059,856.31,178.91,0.2089,95.5352,95.799,0.2638,4.4648,4.201
5976,0.003682,946.69,205.58,0.2172,95.9493,96.1887,0.2394,4.0507,3.8113
5977,0.003462,879.11,278.87,0.3172,96.1922,96.4172,0.225,3.8078,3.5828
5978,0.002976,763.11,156.44,0.205,96.7265,96.9199,0.1934,3.2735,3.0801
5979,0.003189,827.16,195.66,0.2365,96.4917,96.699,0.2073,3.5083,3.301
5980,0.0041,730.45,241.64,0.3308,95.4895,95.756,0.2665,4.5105,4.244
5981,0.003593,959.81,171.22,0.1784,96.0475,96.281,0.2336,3.9525,3.719
5982,0.003832,800.96,170.45,0.2128,95.7846,96.0337,0.2491,4.2154,3.9663
5983,0.002961,929.51,219.22,0.2358,96.7432,96.9357,0.1924,3.2568,3.0643
5984,0.004002,973.87,229.31,0.2355,95.598,95.8581,0.2601,4.402,4.1419
5985,0.003633,744.71,237.35,0.3187,96.0038,96.24,0.2361,3.9962,3.76
5986,0.003679,965.46,294.58,0.3051,95.9529,96.192,0.2391,4.0471,3.808
5987,0.003578,826.28,270.92,0.3279,96.0647,96.2973,0.2325,3.9353,3.7027
5988,0.004092,887.22,291.66,0.3287,95.499,95.765,0.266,4.501,4.235
5989,0.003166,802.57,194.75,0.2427,96.5179,96.7237,0.2058,3.4821,3.2763
5990,0.003163,791.27,208.18,0.2631,96.5206,96.7262,0.2056,3.4794,3.2738
5991,0.002918,755.76,231.31,0.3061,96.7897,96.9794,0.1897,3.2103,3.0206
5992,0.003319,980.91,194.49,0.1983,96.3487,96.5644,0.2158,3.6513,3.4356
5993,0.003057,961.8,173.64,0.1805,96.6373,96.836,0.1987,3.3627,3.164
5994,0.003739,726.15,278.7,0.3838,95.887,96.1301,0.243,4.113,3.8699
5995,0.003073,835.56,177.47,0.2124,96.6198,96.8196,0.1997,3.3802,3.1804
5996,0.003369,903.05,152.81,0.1692,96.2939,96.5129,0.219,3.7061,3.4871
5997,0.003125,833.26,236.92,0.2843,96.5627,96.7658,0.2031,3.4373,3.2342
5998,0.003506,915.67,270.15,0.295,96.1432,96.3711,0.2279,3.8568,3.6289
5999,0.003355,959.33,274.68,0.2863,96.3098,96.5278,0.2181,3.6902,3.4722
6000,0.002846,949.1,298.29,0.3143,96.8697,97.0547,0.185,3.1303,2.9453
6001,0.003712,921.66,284.58,0.3088,95.9173,96.1585,0.2413,4.0827,3.8415
6002,0.003597,775.4,262.99,0.3392,96.0436,96.2774,0.2338,3.9564,3.7226
6003,0.004143,732.02,270.71,0.3698,95.4427,95.712,0.2693,4.5573,4.288
6004,0.002926,905.31,223.09,0.2464,96.7819,96.9721,0.1902,3.2181,3.0279
6005,0.004045,701.9,189.52,0.27,95.5505,95.8134,0.2629,4.4495,4.1866
6006,0.004191,782.71,276.22,0.3529,95.3899,95.6624,0.2724,4.6101,4.3376
6007,0.002882,757.65,269.09,0.3552,96.83,97.0173,0.1873,3.17,2.9827
6008,0.003969,1002.06,174.51,0.1741,95.6345,95.8925,0.258,4.3655,4.1075
6009,0.003941,887.23,192.05,0.2165,95.6648,95.921,0.2562,4.3352,4.079
6010,0.003347,741.6,262.74,0.3543,96.3181,96.5357,0.2176,3.6819,3.4643
6011,0.003822,936.32,263.82,0.2818,95.7961,96.0445,0.2484,4.2039,3.9555
6012,0.003079,725.38,299.1,0.4123,96.6136,96.8137,0.2001,3.3864,3.1863
6013,0.003673,759.48,170.44,0.2244,95.9596,96.1984,0.2387,4.0404,3.8016
6014,0.002988,816.43,298.73,0.3659,96.713,96.9072,0.1942,3.287,3.0928
6015,0.003102,978.46,184.46,0.1885,96.5881,96.7897,0.2016,3.4119,3.2103
6016,0.003107,766.24,220.27,0.2875,96.582,96.784,0.202,3.418,3.216
6017,0.002895,915.37,250.55,0.2737,96.8157,97.0039,0.1882,3.1843,2.9961
6018,0.003399,835.14,289.92,0.3472,96.2612,96.4822,0.2209,3.7388,3.5178
6019,0.002815,971.01,171.3,0.1764,96.9035,97.0865,0.183,3.0965,2.9135
6020,0.00347,887.39,262.64,0.296,96.1833,96.4088,0.2255,3.8167,3.5912
6021,0.003241,985.54,158.5,0.1608,96.4346,96.6453,0.2107,3.5654,3.3547
6022,0.003189,805.87,158.41,0.1966,96.4919,96.6992,0.2073,3.5081,3.3008
6023,0.004118,738.83,184.62,0.2499,95.47,95.7377,0.2677,4.53,4.2623
6024,0.003614,941.66,272.41,0.2893,96.0241,96.2591,0.2349,3.9759,3.7409
6025,0.003039,689.87,190.63,0.2763,96.6572,96.8548,0.1975,3.3428,3.1452
6026,0.004085,949.42,157.0,0.1654,95.5064,95.772,0.2655,4.4936,4.228
6027,0.003556,835.87,291.98,0.3493,96.0881,96.3193,0.2312,3.9119,3.6807
6028,0.003919,955.23,269.57,0.2822,95.6887,95.9434,0.2548,4.3113,4.0566
6029,0.004084,685.57,218.13,0.3182,95.5074,95.7729,0.2655,4.4926,4.2271
6030,0.003028,735.56,269.56,0.3665,96.6689,96.8657,0.1968,3.3311,3.1343
6031,0.00321,979.57,158.77,0.1621,96.4693,96.6779,0.2086,3.5307,3.3221
6032,0.00394,925.55,287.44,0.3106,95.6659,95.922,0.2561,4.3341,4.078
6033,0.003163,980.25,219.39,0.2238,96.5212,96.7268,0.2056,3.4788,3.2732
6034,0.003887,714.54,287.6,0.4025,95.7247,95.9773,0.2526,4.2753,4.0227
6035,0.003699,914.93,198.17,0.2166,95.931,96.1715,0.2404,4.069,3.8285
6036,0.003165,716.0,268.0,0.3743,96.5189,96.7246,0.2057,3.4811,3.2754
6037,0.003641,973.17,288.85,0.2968,95.9949,96.2316,0.2367,4.0051,3.7684
6038,0.00287,802.32,231.24,0.2882,96.8429,97.0295,0.1866,3.1571,2.9705
6039,0.003552,992.97,173.11,0.1743,96.0933,96.3241,0.2309,3.9067,3.6759
6040,0.003749,893.83,200.92,0.2248,95.8764,96.1201,0.2437,4.1236,3.8799
6041,0.004021,701.79,173.33,0.247,95.5768,95.8382,0.2614,4.4232,4.1618
6042,0.003638,952.91,237.74,0.2495,95.9979,96.2343,0.2365,4.0021,3.7657
6043,0.003763,810.99,263.74,0.3252,95.8603,96.105,0.2446,4.1397,3.895
6044,0.003194,766.61,226.07,0.2949,96.4861,96.6937,0.2076,3.5139,3.3063
6045,0.003835,1002.03,222.82,0.2224,95.7812,96.0305,0.2493,4.2188,3.9695
6046,0.003678,833.47,265.41,0.3184,95.9541,96.1932,0.2391,4.0459,3.8068
6047,0.002907,743.34,169.5,0.228,96.8025,96.9914,0.1889,3.1975,3.0086
6048,0.00292,696.03,229.64,0.3299,96.7876,96.9775,0.1898,3.2124,3.0225
6049,0.004152,694.27,254.53,0.3666,95.4323,95.7023,0.2699,4.5677,4.2977
6050,0.004176,867.95,271.1,0.3123,95.4069,95.6783,0.2714,4.5931,4.3217
6051,0.00384,697.0,287.45,0.4124,95.7762,96.0258,0.2496,4.2238,3.9742
6052,0.004166,705.14,278.26,0.3946,95.417,95.6878,0.2708,4.583,4.3122
6053,0.004008,844.81,254.04,0.3007,95.5911,95.8516,0.2605,4.4089,4.1484
6054,0.003917,997.06,239.74,0.2404,95.6912,95.9458,0.2546,4.3088,4.0542
6055,0.003294,879.84,242.91,0.2761,96.3771,96.5912,0.2141,3.6229,3.4088
6056,0.003153,800.69,239.73,0.2994,96.5322,96.7371,0.2049,3.4678,3.2629
6057,0.003829,985.12,166.41,0.1689,95.7878,96.0367,0.2489,4.2122,3.9633
6058,0.002943,739.67,285.8,0.3864,96.7629,96.9542,0.1913,3.2371,3.0458
6059,0.004123,934.47,187.47,0.2006,95.4642,95.7322,0.268,4.5358,4.2678
6060,0.003581,741.81,153.22,0.2065,96.0614,96.2941,0.2327,3.9386,3.7059
6061,0.004,730.88,166.95,0.2284,95.6,95.86,0.26,4.4,4.14
6062,0.003047,910.9,252.76,0.2775,96.6487,96.8468,0.198,3.3513,3.1532
6063,0.003165,978.88,207.38,0.2118,96.5186,96.7243,0.2057,3.4814,3.2757
6064,0.004141,988.98,261.01,0.2639,95.4445,95.7137,0.2692,4.5555,4.2863
6065,0.002802,863.46,179.33,0.2077,96.9177,97.0998,0.1821,3.0823,2.9002
6066,0.004167,780.11,216.42,0.2774,95.4167,95.6875,0.2708,4.5833,4.3125
6067,0.004067,686.3,225.33,0.3283,95.5265,95.7909,0.2643,4.4735,4.2091
6068,0.003526,852.92,237.02,0.2779,96.1214,96.3506,0.2292,3.8786,3.6494
6069,0.003263,772.13,153.12,0.1983,96.4109,96.623,0.2121,3.5891,3.377
6070,0.003033,972.46,242.08,0.2489,96.664,96.8612,0.1971,3.336,3.1388
6071,0.003329,852.55,202.4,0.2374,96.3386,96.555,0.2164,3.6614,3.445
6072,0.003657,977.49,178.42,0.1825,95.9774,96.2151,0.2377,4.0226,3.7849
6073,0.003755,848.92,243.59,0.2869,95.8699,96.114,0.2441,4.1301,3.886
6074,0.004065,815.07,245.2,0.3008,95.5282,95.7924,0.2642,4.4718,4.2076
6075,0.003093,1002.19,239.66,0.2391,96.5978,96.7989,0.201,3.4022,3.2011
6076,0.003243,759.28,177.75,0.2341,96.4325,96.6433,0.2108,3.5675,3.3567
6077,0.00409,841.22,269.22,0.32,95.5012,95.7671,0.2658,4.4988,4.2329
6078,0.003024,801.96,173.04,0.2158,96.6736,96.8701,0.1966,3.3264,3.1299
6079,0.003386,981.18,202.39,0.2063,96.2757,96.4958,0.2201,3.7243,3.5042
6080,0.002917,955.24,170.07,0.178,96.7911,96.9807,0.1896,3.2089,3.0193
6081,0.003716,874.72,289.12,0.3305,95.9127,96.1542,0.2415,4.0873,3.8458
6082,0.003011,777.18,160.7,0.2068,96.6876,96.8833,0.1957,3.3124,3.1167
6083,0.004094,1004.72,265.29,0.264,95.4969,95.763,0.2661,4.5031,4.237
6084,0.003106,731.56,197.66,0.2702,96.5837,96.7856,0.2019,3.4163,3.2144
6085,0.00386,918.38,210.33,0.229,95.7535,96.0045,0.2509,4.2465,3.9955
6086,0.00341,837.51,258.03,0.3081,96.2487,96.4704,0.2217,3.7513,3.5296
6087,0.003016,818.93,274.0,0.3346,96.6826,96.8786,0.196,3.3174,3.1214
6088,0.003812,905.79,293.09,0.3236,95.807,96.0548,0.2478,4.193,3.9452
6089,0.00286,808.17,200.28,0.2478,96.8542,97.0401,0.1859,3.1458,2.9599
6090,0.003163,854.89,246.95,0.2889,96.5208,96.7264,0.2056,3.4792,3.2736
6091,0.003572,713.01,180.71,0.2535,96.0711,96.3033,0.2322,3.9289,3.6967
6092,0.00295,902.6,264.04,0.2925,96.7553,96.947,0.1917,3.2447,3.053
6093,0.002857,772.69,230.16,0.2979,96.8577,97.0434,0.1857,3.1423,2.9566
6094,0.003991,919.49,173.56,0.1888,95.6095,95.8689,0.2594,4.3905,4.1311
6095,0.003946,708.46,277.58,0.3918,95.6589,95.9154,0.2565,4.3411,4.0846
6096,0.002932,961.8,267.32,0.2779,96.7747,96.9653,0.1906,3.2253,3.0347
6097,0.003321,780.66,249.41,0.3195,96.3469,96.5628,0.2159,3.6531,3.4372
6098,0.004037,921.82,230.75,0.2503,95.5595,95.8219,0.2624,4.4405,4.1781
6099,0.004018,864.77,230.37,0.2664,95.5806,95.8418,0.2611,4.4194,4.1582
6100,0.004188,781.3,151.27,0.1936,95.3932,95.6654,0.2722,4.6068,4.3346
6101,0.003869,717.31,199.01,0.2774,95.7441,95.9956,0.2515,4.2559,4.0044
6102,0.003579,699.89,196.4,0.2806,96.0633,96.296,0.2326,3.9367,3.704
6103,0.003228,725.41,275.52,0.3798,96.4494,96.6592,0.2098,3.5506,3.3408
6104,0.002801,950.17,176.65,0.1859,96.9185,97.1006,0.1821,3.0815,2.8994
6105,0.004099,991.29,224.67,0.2266,95.4908,95.7572,0.2665,4.5092,4.2428
6106,0.003694,843.35,274.79,0.3258,95.937,96.1771,0.2401,4.063,3.8229
6107,0.003529,943.82,293.96,0.3115,96.118,96.3474,0.2294,3.882,3.6526
6108,0.003693,775.8,280.53,0.3616,95.9378,96.1778,0.24,4.0622,3.8222
6109,0.003849,943.52,167.81,0.1779,95.7666,96.0168,0.2502,4.2334,3.9832
6110,0.003409,723.96,194.43,0.2686,96.2496,96.4712,0.2216,3.7504,3.5288
6111,0.003052,887.58,257.23,0.2898,96.6423,96.8408,0.1984,3.3577,3.1592
6112,0.003411,729.24,161.27,0.2211,96.2484,96.4701,0.2217,3.7516,3.5299
6113,0.003056,783.92,159.59,0.2036,96.6381,96.8368,0.1987,3.3619,3.1632
6114,0.003198,887.99,229.78,0.2588,96.4821,96.69,0.2079,3.5179,3.31
6115,0.003914,718.34,259.91,0.3618,95.6944,95.9488,0.2544,4.3056,4.0512
6116,0.004113,991.79,235.25,0.2372,95.476,95.7433,0.2673,4.524,4.2567
6117,0.004007,974.39,163.51,0.1678,95.5927,95.8531,0.2604,4.4073,4.1469
6118,0.004008,831.81,273.81,0.3292,95.5914,95.8519,0.2605,4.4086,4.1481
6119,0.003369,887.2,296.51,0.3342,96.2944,96.5133,0.219,3.7056,3.4867
6120,0.003189,914.82,164.48,0.1798,96.4924,96.6996,0.2073,3.5076,3.3004
6121,0.003025,917.43,166.63,0.1816,96.6722,96.8689,0.1966,3.3278,3.1311
6122,0.003569,699.38,281.28,0.4022,96.0737,96.3057,0.232,3.9263,3.6943
6123,0.003391,687.12,253.23,0.3685,96.2697,96.4902,0.2204,3.7303,3.5098
6124,0.003035,680.72,150.81,0.2215,96.6611,96.8584,0.1973,3.3389,3.1416
6125,0.004111,934.32,230.89,0.2471,95.4782,95.7454,0.2672,4.5218,4.2546
6126,0.003071,814.65,280.95,0.3449,96.6222,96.8218,0.1996,3.3778,3.1782
6127,0.002805,894.81,199.0,0.2224,96.9141,97.0964,0.1824,3.0859,2.9036
6128,0.003051,763.05,229.42,0.3007,96.6436,96.842,0.1983,3.3564,3.158
6129,0.003129,921.33,290.3,0.3151,96.5582,96.7616,0.2034,3.4418,3.2384
6130,0.003574,735.03,212.69,0.2894,96.0681,96.3005,0.2323,3.9319,3.6995
6131,0.003934,738.11,266.75,0.3614,95.6721,95.9279,0.2557,4.3279,4.0721
6132,0.003874,701.23,217.67,0.3104,95.7383,95.9902,0.2518,4.2617,4.0098
6133,0.003548,826.95,273.4,0.3306,96.0977,96.3283,0.2306,3.9023,3.6717
6134,0.003859,997.41,278.67,0.2794,95.7553,96.0061,0.2508,4.2447,3.9939
6135,0.003048,868.98,283.43,0.3262,96.6469,96.8451,0.1981,3.3531,3.1549
6136,0.004035,850.54,283.94,0.3338,95.5617,95.824,0.2623,4.4383,4.176
6137,0.003742,980.14,180.58,0.1842,95.8833,96.1266,0.2433,4.1167,3.8734
6138,0.00394,818.55,262.05,0.3201,95.6656,95.9217,0.2561,4.3344,4.0783
6139,0.003508,895.9,282.49,0.3153,96.1413,96.3693,0.228,3.8587,3.6307
6140,0.004149,990.44,262.51,0.265,95.4362,95.7059,0.2697,4.5638,4.2941
6141,0.003875,740.19,218.23,0.2948,95.7373,95.9892,0.2519,4.2627,4.0108
6142,0.003147,867.73,294.77,0.3397,96.5383,96.7429,0.2046,3.4617,3.2571
6143,0.002952,1010.87,178.48,0.1766,96.7527,96.9446,0.1919,3.2473,3.0554
6144,0.003729,948.97,180.17,0.1899,95.8977,96.1401,0.2424,4.1023,3.8599
6145,0.003116,886.98,164.87,0.1859,96.5726,96.7751,0.2025,3.4274,3.2249
6146,0.003557,852.75,295.62,0.3467,96.0875,96.3187,0.2312,3.9125,3.6813
6147,0.003289,743.52,260.58,0.3505,96.382,96.5958,0.2138,3.618,3.4042
6148,0.00382,701.52,221.53,0.3158,95.7984,96.0467,0.2483,4.2016,3.9533
6149,0.003792,939.85,291.15,0.3098,95.8293,96.0757,0.2465,4.1707,3.9243
6150,0.002828,1003.91,222.34,0.2215,96.8895,97.0733,0.1838,3.1105,2.9267
6151,0.00334,901.22,213.37,0.2368,96.3261,96.5432,0.2171,3.6739,3.4568
6152,0.003681,805.88,237.3,0.2945,95.9511,96.1904,0.2393,4.0489,3.8096
6153,0.002809,985.61,230.73,0.2341,96.9103,97.0929,0.1826,3.0897,2.9071
6154,0.002941,902.42,189.96,0.2105,96.7653,96.9564,0.1911,3.2347,3.0436
6155,0.003878,891.2,220.06,0.2469,95.7337,95.9858,0.2521,4.2663,4.0142
6156,0.003422,819.32,219.1,0.2674,96.2353,96.4578,0.2225,3.7647,3.5422
6157,0.003504,717.63,295.49,0.4118,96.1451,96.3729,0.2278,3.8549,3.6271
6158,0.003387,970.1,246.49,0.2541,96.2747,96.4949,0.2201,3.7253,3.5051
6159,0.003557,781.63,249.11,0.3187,96.0868,96.3181,0.2312,3.9132,3.6819
6160,0.003049,909.69,298.6,0.3282,96.6456,96.8438,0.1982,3.3544,3.1562
6161,0.003951,731.23,208.62,0.2853,95.6543,95.9111,0.2568,4.3457,4.0889
6162,0.003316,1004.14,209.89,0.209,96.3523,96.5678,0.2155,3.6477,3.4322
6163,0.003338,738.08,280.48,0.38,96.3279,96.5449,0.217,3.6721,3.4551
6164,0.003605,712.03,198.55,0.2789,96.0349,96.2692,0.2343,3.9651,3.7308
6165,0.003086,889.69,238.98,0.2686,96.6056,96.8062,0.2006,3.3944,3.1938
6166,0.004048,735.25,198.92,0.2705,95.5477,95.8108,0.2631,4.4523,4.1892
6167,0.003643,908.2,244.24,0.2689,95.9924,96.2292,0.2368,4.0076,3.7708
6168,0.002813,831.07,194.68,0.2342,96.9061,97.0889,0.1828,3.0939,2.9111
6169,0.002991,972.96,153.37,0.1576,96.7098,96.9042,0.1944,3.2902,3.0958
6170,0.003175,841.56,264.72,0.3146,96.5071,96.7135,0.2064,3.4929,3.2865
6171,0.003377,880.69,299.55,0.3401,96.2855,96.505,0.2195,3.7145,3.495
6172,0.002888,828.88,242.81,0.2929,96.8231,97.0108,0.1877,3.1769,2.9892
6173,0.003478,871.23,232.99,0.2674,96.174,96.4001,0.2261,3.826,3.5999
6174,0.003633,784.38,251.96,0.3212,96.0033,96.2394,0.2362,3.9967,3.7606
6175,0.003157,799.66,242.67,0.3035,96.5274,96.7326,0.2052,3.4726,3.2674
6176,0.003599,817.91,161.29,0.1972,96.0407,96.2747,0.234,3.9593,3.7253
6177,0.003513,952.93,270.3,0.2836,96.136,96.3644,0.2283,3.864,3.6356
6178,0.003986,718.27,219.31,0.3053,95.6157,95.8747,0.2591,4.3843,4.1253
6179,0.003205,835.83,291.56,0.3488,96.475,96.6833,0.2083,3.525,3.3167
6180,0.003281,815.55,237.23,0.2909,96.3912,96.6045,0.2132,3.6088,3.3955
6181,0.003932,716.32,207.12,0.2891,95.675,95.9306,0.2556,4.325,4.0694
6182,0.003887,861.46,189.78,0.2203,95.7243,95.977,0.2527,4.2757,4.023
6183,0.003242,949.39,175.0,0.1843,96.4333,96.6441,0.2108,3.5667,3.3559
6184,0.003696,954.11,281.38,0.2949,95.9344,96.1746,0.2402,4.0656,3.8254
6185,0.003257,738.11,275.35,0.3731,96.4169,96.6287,0.2117,3.5831,3.3713
6186,0.004181,735.77,170.93,0.2323,95.4007,95.6724,0.2718,4.5993,4.3276
6187,0.003442,814.88,193.48,0.2374,96.2136,96.4374,0.2237,3.7864,3.5626
6188,0.003643,700.81,275.98,0.3938,95.9932,96.2299,0.2368,4.0068,3.7701
6189,0.003051,861.78,187.9,0.218,96.6441,96.8424,0.1983,3.3559,3.1576
6190,0.003528,941.86,150.08,0.1593,96.1191,96.3484,0.2293,3.8809,3.6516
6191,0.004028,874.87,178.49,0.204,95.569,95.8309,0.2618,4.431,4.1691
6192,0.003732,693.99,222.37,0.3204,95.8948,96.1374,0.2426,4.1052,3.8626
6193,0.003733,863.89,185.54,0.2148,95.8932,96.1359,0.2427,4.1068,3.8641
6194,0.003633,841.07,275.01,0.327,96.0037,96.2398,0.2361,3.9963,3.7602
6195,0.003841,716.04,202.14,0.2823,95.775,96.0246,0.2497,4.225,3.9754
6196,0.004178,760.43,172.41,0.2267,95.4043,95.6758,0.2716,4.5957,4.3242
6197,0.004144,948.02,287.28,0.303,95.4414,95.7108,0.2694,4.5586,4.2892
6198,0.002866,752.37,251.95,0.3349,96.8472,97.0335,0.1863,3.1528,2.9665
6199,0.003808,938.32,210.49,0.2243,95.8109,96.0584,0.2475,4.1891,3.9416
6200,0.003629,975.61,239.47,0.2455,96.0081,96.2439,0.2359,3.9919,3.7561
6201,0.003703,685.88,295.24,0.4305,95.9266,96.1673,0.2407,4.0734,3.8327
6202,0.0033,779.55,233.69,0.2998,96.3695,96.5841,0.2145,3.6305,3.4159
6203,0.003874,745.14,215.74,0.2895,95.7384,95.9902,0.2518,4.2616,4.0098
6204,0.003558,967.19,298.58,0.3087,96.0863,96.3176,0.2313,3.9137,3.6824
6205,0.003405,873.62,225.4,0.258,96.2547,96.476,0.2213,3.7453,3.524
6206,0.003472,925.14,152.93,0.1653,96.181,96.4067,0.2257,3.819,3.5933
6207,0.002966,840.52,212.17,0.2524,96.7378,96.9306,0.1928,3.2622,3.0694
6208,0.0037,691.87,166.95,0.2413,95.9302,96.1707,0.2405,4.0698,3.8293
6209,0.00385,825.43,283.28,0.3432,95.7648,96.0151,0.2503,4.2352,3.9849
6210,0.002972,758.51,287.84,0.3795,96.7308,96.924,0.1932,3.2692,3.076
6211,0.003224,1009.44,169.73,0.1681,96.4534,96.6629,0.2096,3.5466,3.3371
6212,0.003633,694.71,222.59,0.3204,96.0032,96.2394,0.2362,3.9968,3.7606
6213,0.003731,1004.6,233.79,0.2327,95.8955,96.138,0.2425,4.1045,3.862
6214,0.004101,958.29,206.13,0.2151,95.4891,95.7557,0.2666,4.5109,4.2443
6215,0.003221,693.13,171.26,0.2471,96.4566,96.666,0.2094,3.5434,3.334
6216,0.003889,719.72,286.52,0.3981,95.7217,95.9745,0.2528,4.2783,4.0255
6217,0.003656,828.3,221.65,0.2676,95.9786,96.2163,0.2376,4.0214,3.7837
6218,0.003242,824.66,176.74,0.2143,96.4342,96.6449,0.2107,3.5658,3.3551
6219,0.004115,741.47,241.35,0.3255,95.474,95.7415,0.2674,4.526,4.2585
6220,0.003264,753.25,245.28,0.3256,96.4091,96.6212,0.2122,3.5909,3.3788
6221,0.003724,829.46,154.41,0.1862,95.9037,96.1458,0.2421,4.0963,3.8542
6222,0.003498,843.34,208.32,0.247,96.1517,96.3791,0.2274,3.8483,3.6209
6223,0.003558,912.81,198.85,0.2178,96.0866,96.3178,0.2312,3.9134,3.6822
6224,0.003636,884.27,198.94,0.225,96.0002,96.2365,0.2364,3.9998,3.7635
6225,0.002935,960.19,184.76,0.1924,96.7716,96.9623,0.1908,3.2284,3.0377
6226,0.003115,682.08,274.57,0.4025,96.5732,96.7757,0.2025,3.4268,3.2243
6227,0.004157,777.74,259.3,0.3334,95.427,95.6973,0.2702,4.573,4.3027
6228,0.003105,736.52,274.33,0.3725,96.584,96.7859,0.2019,3.416,3.2141
6229,0.004059,699.16,261.15,0.3735,95.5348,95.7987,0.2639,4.4652,4.2013
6230,0.003352,903.86,291.98,0.323,96.3126,96.5305,0.2179,3.6874,3.4695
6231,0.004103,703.12,257.57,0.3663,95.487,95.7537,0.2667,4.513,4.2463
6232,0.003461,993.87,246.01,0.2475,96.1927,96.4176,0.225,3.8073,3.5824
6233,0.003687,837.53,173.56,0.2072,95.9447,96.1843,0.2396,4.0553,3.8157
6234,0.003881,862.26,231.84,0.2689,95.7305,95.9828,0.2523,4.2695,4.0172
6235,0.003145,797.81,198.15,0.2484,96.5406,96.745,0.2044,3.4594,3.255
6236,0.003745,868.41,175.65,0.2023,95.8803,96.1238,0.2434,4.1197,3.8762
6237,0.003618,783.79,252.19,0.3218,96.0199,96.2551,0.2352,3.9801,3.7449
6238,0.003285,922.35,196.89,0.2135,96.3867,96.6002,0.2135,3.6133,3.3998
6239,0.003369,1012.35,199.15,0.1967,96.2946,96.5136,0.219,3.7054,3.4864
6240,0.003316,708.57,159.98,0.2258,96.3529,96.5684,0.2155,3.6471,3.4316
6241,0.00327,697.76,277.75,0.3981,96.4026,96.6152,0.2126,3.5974,3.3848
6242,0.002866,784.89,163.91,0.2088,96.8474,97.0337,0.1863,3.1526,2.9663
6243,0.003428,784.47,220.74,0.2814,96.2297,96.4525,0.2228,3.7703,3.5475
6244,0.003871,897.13,203.49,0.2268,95.7424,95.994,0.2516,4.2576,4.006
6245,0.002998,829.04,229.34,0.2766,96.7026,96.8975,0.1948,3.2974,3.1025
6246,0.003841,928.96,166.82,0.1796,95.7752,96.0249,0.2496,4.2248,3.9751
6247,0.003905,836.82,203.46,0.2431,95.7042,95.9581,0.2538,4.2958,4.0419
6248,0.00322,953.96,235.66,0.247,96.4576,96.6669,0.2093,3.5424,3.3331
6249,0.003079,778.39,285.2,0.3664,96.6129,96.813,0.2001,3.3871,3.187
6250,0.003084,793.35,223.25,0.2814,96.6071,96.8076,0.2005,3.3929,3.1924
