iteration,mu_friction_coeff,chain_tension_N,power_W,chain_speed_ms,efficiency_11sp_pct,efficiency_12sp_pct,delta_efficiency_pct,loss_11sp_pct,loss_12sp_pct
715,0.004186,756.79,252.61,0.3338,95.395,95.6672,0.2721,4.605,4.3328
716,0.003987,902.27,278.73,0.3089,95.6143,95.8734,0.2592,4.3857,4.1266
717,0.003863,711.79,206.89,0.2907,95.7502,96.0014,0.2511,4.2498,3.9986
718,0.003574,699.08,151.42,0.2166,96.0688,96.3011,0.2323,3.9312,3.6989
719,0.00304,849.95,215.09,0.2531,96.6561,96.8537,0.1976,3.3439,3.1463
720,0.003898,872.39,278.69,0.3195,95.7121,95.9654,0.2534,4.2879,4.0346
721,0.002934,859.57,156.38,0.1819,96.7731,96.9638,0.1907,3.2269,3.0362
722,0.003096,975.16,283.13,0.2903,96.5944,96.7957,0.2012,3.4056,3.2043
723,0.003466,695.83,161.15,0.2316,96.1877,96.413,0.2253,3.8123,3.587
724,0.004096,985.77,234.53,0.2379,95.4946,95.7608,0.2662,4.5054,4.2392
725,0.002846,995.78,197.17,0.198,96.8693,97.0543,0.185,3.1307,2.9457
726,0.004146,879.59,262.84,0.2988,95.4393,95.7088,0.2695,4.5607,4.2912
727,0.003798,815.42,161.54,0.1981,95.8224,96.0693,0.2469,4.1776,3.9307
728,0.003027,761.76,275.2,0.3613,96.6698,96.8666,0.1968,3.3302,3.1334
729,0.003345,984.82,199.76,0.2028,96.3207,96.5381,0.2174,3.6793,3.4619
730,0.003858,727.58,298.27,0.4099,95.7564,96.0071,0.2508,4.2436,3.9929
731,0.003814,850.27,296.15,0.3483,95.8048,96.0527,0.2479,4.1952,3.9473
732,0.002875,828.61,275.8,0.3328,96.8373,97.0242,0.1869,3.1627,2.9758
733,0.003277,941.46,293.23,0.3115,96.3955,96.6085,0.213,3.6045,3.3915
734,0.003355,943.01,154.44,0.1638,96.3091,96.5272,0.2181,3.6909,3.4728
735,0.003183,1017.48,223.59,0.2197,96.4991,96.7059,0.2069,3.5009,3.2941
736,0.003298,999.99,214.78,0.2148,96.3721,96.5864,0.2144,3.6279,3.4136
737,0.003752,904.63,162.85,0.18,95.8733,96.1171,0.2439,4.1267,3.8829
738,0.003666,951.34,256.97,0.2701,95.9673,96.2056,0.2383,4.0327,3.7944
739,0.002915,732.44,256.75,0.3505,96.7937,96.9831,0.1895,3.2063,3.0169
740,0.003687,931.48,197.5,0.212,95.9438,96.1835,0.2397,4.0562,3.8165
741,0.002949,681.77,196.24,0.2878,96.7559,96.9476,0.1917,3.2441,3.0524
742,0.003304,771.72,169.88,0.2201,96.3657,96.5805,0.2148,3.6343,3.4195
743,0.003062,832.61,233.21,0.2801,96.6314,96.8305,0.1991,3.3686,3.1695
744,0.003371,688.93,203.09,0.2948,96.2916,96.5107,0.2191,3.7084,3.4893
745,0.00293,883.33,198.66,0.2249,96.7767,96.9671,0.1905,3.2233,3.0329
746,0.003339,779.23,208.17,0.2671,96.3267,96.5438,0.2171,3.6733,3.4562
747,0.002919,986.39,285.78,0.2897,96.7896,96.9793,0.1897,3.2104,3.0207
748,0.004169,874.47,175.44,0.2006,95.4136,95.6846,0.271,4.5864,4.3154
749,0.003333,727.21,195.17,0.2684,96.3337,96.5503,0.2166,3.6663,3.4497
750,0.00349,701.51,215.2,0.3068,96.1606,96.3875,0.2269,3.8394,3.6125
751,0.00339,844.64,161.54,0.1913,96.2715,96.4918,0.2203,3.7285,3.5082
752,0.003152,763.84,243.76,0.3191,96.5324,96.7373,0.2049,3.4676,3.2627
753,0.003631,746.49,166.05,0.2224,96.0055,96.2416,0.236,3.9945,3.7584
754,0.003227,1002.6,199.83,0.1993,96.4508,96.6606,0.2097,3.5492,3.3394
755,0.003668,953.39,199.43,0.2092,95.9649,96.2033,0.2384,4.0351,3.7967
756,0.003269,957.26,278.93,0.2914,96.4045,96.617,0.2125,3.5955,3.383
757,0.004164,726.28,198.1,0.2728,95.4197,95.6903,0.2707,4.5803,4.3097
758,0.004126,748.29,197.13,0.2634,95.4612,95.7294,0.2682,4.5388,4.2706
759,0.00415,1009.37,193.72,0.1919,95.4346,95.7043,0.2698,4.5654,4.2957
760,0.003773,846.94,236.38,0.2791,95.8498,96.095,0.2452,4.1502,3.905
761,0.003139,807.86,272.47,0.3373,96.5467,96.7507,0.2041,3.4533,3.2493
762,0.00335,718.72,234.58,0.3264,96.3149,96.5326,0.2178,3.6851,3.4674
763,0.003629,865.51,252.26,0.2915,96.008,96.2439,0.2359,3.992,3.7561
764,0.00357,1004.02,219.24,0.2184,96.0728,96.3049,0.2321,3.9272,3.6951
765,0.003792,829.07,193.7,0.2336,95.8291,96.0756,0.2465,4.1709,3.9244
766,0.00377,958.45,269.35,0.281,95.853,96.0981,0.245,4.147,3.9019
767,0.003373,849.76,245.0,0.2883,96.2899,96.5092,0.2192,3.7101,3.4908
768,0.003139,903.95,257.29,0.2846,96.5473,96.7513,0.204,3.4527,3.2487
769,0.003905,705.15,298.61,0.4235,95.7048,95.9586,0.2538,4.2952,4.0414
770,0.003471,816.27,225.99,0.2769,96.182,96.4076,0.2256,3.818,3.5924
771,0.004089,915.18,231.55,0.253,95.5026,95.7684,0.2658,4.4974,4.2316
772,0.003907,802.24,284.33,0.3544,95.7023,95.9562,0.254,4.2977,4.0438
773,0.003552,896.98,162.75,0.1814,96.0932,96.324,0.2309,3.9068,3.676
774,0.003877,903.58,203.25,0.2249,95.7358,95.9878,0.252,4.2642,4.0122
775,0.003706,695.06,297.54,0.4281,95.9236,96.1645,0.2409,4.0764,3.8355
776,0.003748,815.87,262.9,0.3222,95.8767,96.1203,0.2436,4.1233,3.8797
777,0.004152,826.35,151.58,0.1834,95.4328,95.7027,0.2699,4.5672,4.2973
778,0.003162,853.63,227.82,0.2669,96.5215,96.7271,0.2055,3.4785,3.2729
779,0.003613,875.58,216.87,0.2477,96.026,96.2608,0.2348,3.974,3.7392
780,0.003348,942.6,238.29,0.2528,96.3177,96.5352,0.2176,3.6823,3.4648
781,0.003501,797.29,153.68,0.1928,96.1493,96.3768,0.2275,3.8507,3.6232
782,0.002946,821.43,294.26,0.3582,96.759,96.9505,0.1915,3.241,3.0495
783,0.002962,999.83,171.25,0.1713,96.7413,96.9338,0.1926,3.2587,3.0662
784,0.003237,834.81,181.03,0.2169,96.4397,96.6501,0.2104,3.5603,3.3499
785,0.003476,841.9,215.72,0.2562,96.1763,96.4022,0.2259,3.8237,3.5978
786,0.003775,788.43,195.04,0.2474,95.847,96.0924,0.2454,4.153,3.9076
787,0.003934,719.13,277.38,0.3857,95.6723,95.928,0.2557,4.3277,4.072
788,0.003707,910.23,174.65,0.1919,95.9221,96.1631,0.241,4.0779,3.8369
789,0.004177,762.93,176.17,0.2309,95.4048,95.6763,0.2715,4.5952,4.3237
790,0.003024,870.35,293.77,0.3375,96.6734,96.87,0.1966,3.3266,3.13
791,0.003125,817.72,177.67,0.2173,96.5629,96.766,0.2031,3.4371,3.234
792,0.003697,826.93,154.38,0.1867,95.9337,96.1739,0.2403,4.0663,3.8261
793,0.00366,747.09,238.83,0.3197,95.9743,96.2122,0.2379,4.0257,3.7878
794,0.003344,919.61,180.87,0.1967,96.3212,96.5386,0.2174,3.6788,3.4614
795,0.003853,954.97,159.38,0.1669,95.7614,96.0119,0.2505,4.2386,3.9881
796,0.002942,976.47,178.04,0.1823,96.7633,96.9546,0.1913,3.2367,3.0454
797,0.003256,835.57,189.35,0.2266,96.418,96.6296,0.2117,3.582,3.3704
798,0.004008,859.42,245.87,0.2861,95.5915,95.852,0.2605,4.4085,4.148
799,0.003636,887.84,238.05,0.2681,96.0007,96.237,0.2363,3.9993,3.763
800,0.003287,967.48,242.6,0.2508,96.3842,96.5979,0.2137,3.6158,3.4021
801,0.003939,920.04,194.62,0.2115,95.6668,95.9229,0.2561,4.3332,4.0771
802,0.00366,708.82,170.09,0.24,95.9737,96.2116,0.2379,4.0263,3.7884
803,0.002965,783.83,177.46,0.2264,96.7385,96.9312,0.1927,3.2615,3.0688
804,0.003771,853.68,212.74,0.2492,95.8521,96.0972,0.2451,4.1479,3.9028
805,0.002993,810.46,177.86,0.2195,96.7077,96.9022,0.1945,3.2923,3.0978
806,0.00369,915.77,246.79,0.2695,95.9413,96.1812,0.2398,4.0587,3.8188
807,0.0042,868.67,223.45,0.2572,95.3802,95.6531,0.273,4.6198,4.3469
808,0.002996,786.96,217.65,0.2766,96.7039,96.8987,0.1948,3.2961,3.1013
809,0.002875,802.07,151.44,0.1888,96.8374,97.0243,0.1869,3.1626,2.9757
810,0.002991,957.17,294.57,0.3078,96.7097,96.9042,0.1944,3.2903,3.0958
811,0.003508,848.29,252.7,0.2979,96.1416,96.3696,0.228,3.8584,3.6304
812,0.003382,965.56,223.3,0.2313,96.2799,96.4998,0.2198,3.7201,3.5002
813,0.002916,690.49,264.16,0.3826,96.7927,96.9822,0.1895,3.2073,3.0178
814,0.003209,773.45,230.64,0.2982,96.4702,96.6788,0.2086,3.5298,3.3212
815,0.003035,835.49,261.38,0.3128,96.661,96.8583,0.1973,3.339,3.1417
816,0.003872,866.91,166.98,0.1926,95.7405,95.9922,0.2517,4.2595,4.0078
817,0.00296,943.54,273.49,0.2899,96.7441,96.9365,0.1924,3.2559,3.0635
818,0.003314,959.69,156.24,0.1628,96.355,96.5704,0.2154,3.645,3.4296
819,0.003807,865.76,298.47,0.3447,95.8128,96.0602,0.2474,4.1872,3.9398
820,0.002943,962.22,262.7,0.273,96.7623,96.9536,0.1913,3.2377,3.0464
821,0.003217,1019.77,217.46,0.2132,96.4615,96.6706,0.2091,3.5385,3.3294
822,0.003288,957.69,215.86,0.2254,96.3832,96.5969,0.2137,3.6168,3.4031
823,0.004192,943.71,185.54,0.1966,95.3893,95.6618,0.2725,4.6107,4.3382
824,0.003935,879.89,202.59,0.2302,95.6715,95.9273,0.2558,4.3285,4.0727
825,0.003795,895.14,174.9,0.1954,95.8254,96.0721,0.2467,4.1746,3.9279
826,0.002995,750.25,181.04,0.2413,96.7056,96.9002,0.1947,3.2944,3.0998
827,0.002883,799.28,192.16,0.2404,96.8286,97.016,0.1874,3.1714,2.984
828,0.003554,790.04,255.61,0.3235,96.0903,96.3213,0.231,3.9097,3.6787
829,0.003205,770.9,278.7,0.3615,96.4744,96.6828,0.2083,3.5256,3.3172
830,0.00418,910.96,164.28,0.1803,95.4023,95.674,0.2717,4.5977,4.326
831,0.004148,947.13,287.82,0.3039,95.4373,95.7069,0.2696,4.5627,4.2931
832,0.004189,974.8,169.03,0.1734,95.3916,95.6639,0.2723,4.6084,4.3361
833,0.004013,764.89,256.71,0.3356,95.5862,95.8471,0.2608,4.4138,4.1529
834,0.00396,938.9,251.44,0.2678,95.6441,95.9015,0.2574,4.3559,4.0985
835,0.003485,876.32,190.31,0.2172,96.1662,96.3928,0.2265,3.8338,3.6072
836,0.00338,833.68,245.04,0.2939,96.2821,96.5018,0.2197,3.7179,3.4982
837,0.004032,711.65,227.34,0.3195,95.5646,95.8267,0.2621,4.4354,4.1733
838,0.00319,998.35,205.36,0.2057,96.4915,96.6989,0.2073,3.5085,3.3011
839,0.00413,791.28,150.37,0.19,95.4566,95.7251,0.2685,4.5434,4.2749
840,0.003884,929.13,259.64,0.2794,95.7278,95.9803,0.2524,4.2722,4.0197
841,0.003442,905.81,203.73,0.2249,96.214,96.4377,0.2237,3.786,3.5623
842,0.002889,861.7,182.67,0.212,96.8225,97.0102,0.1878,3.1775,2.9898
843,0.003402,752.03,190.28,0.253,96.2583,96.4794,0.2211,3.7417,3.5206
844,0.00396,794.84,236.69,0.2978,95.6444,95.9017,0.2574,4.3556,4.0983
845,0.003593,845.01,201.56,0.2385,96.0481,96.2817,0.2335,3.9519,3.7183
846,0.003756,696.46,164.94,0.2368,95.8689,96.113,0.2441,4.1311,3.887
847,0.003897,836.26,168.64,0.2017,95.7128,95.9661,0.2533,4.2872,4.0339
848,0.004001,830.04,150.1,0.1808,95.5992,95.8593,0.26,4.4008,4.1407
849,0.004141,748.79,253.29,0.3383,95.4446,95.7138,0.2692,4.5554,4.2862
850,0.002985,901.0,173.85,0.1929,96.7169,96.9109,0.194,3.2831,3.0891
851,0.004106,773.17,248.19,0.321,95.4836,95.7505,0.2669,4.5164,4.2495
852,0.003151,806.43,285.57,0.3541,96.5344,96.7392,0.2048,3.4656,3.2608
853,0.003032,814.76,195.83,0.2403,96.6651,96.8622,0.1971,3.3349,3.1378
854,0.003779,759.61,248.32,0.3269,95.8429,96.0885,0.2456,4.1571,3.9115
855,0.003785,680.37,221.52,0.3256,95.8363,96.0823,0.246,4.1637,3.9177
856,0.002986,756.9,252.0,0.3329,96.7156,96.9097,0.1941,3.2844,3.0903
857,0.002813,916.5,272.57,0.2974,96.9057,97.0885,0.1828,3.0943,2.9115
858,0.004183,823.59,169.83,0.2062,95.3982,95.6702,0.2719,4.6018,4.3298
859,0.002899,810.24,259.61,0.3204,96.8109,96.9994,0.1884,3.1891,3.0006
860,0.002943,786.54,282.15,0.3587,96.7623,96.9536,0.1913,3.2377,3.0464
861,0.002992,942.98,262.97,0.2789,96.7088,96.9033,0.1945,3.2912,3.0967
862,0.002986,1017.6,171.43,0.1685,96.715,96.9091,0.1941,3.285,3.0909
863,0.003543,682.88,247.5,0.3624,96.103,96.3333,0.2303,3.897,3.6667
864,0.003416,925.63,244.21,0.2638,96.2422,96.4643,0.222,3.7578,3.5357
865,0.003012,819.98,252.98,0.3085,96.6869,96.8827,0.1958,3.3131,3.1173
866,0.004004,709.47,165.07,0.2327,95.5957,95.8559,0.2603,4.4043,4.1441
867,0.003853,880.46,207.6,0.2358,95.7612,96.0117,0.2505,4.2388,3.9883
868,0.004149,786.93,170.97,0.2173,95.4366,95.7063,0.2697,4.5634,4.2937
869,0.003188,708.64,233.01,0.3288,96.4935,96.7007,0.2072,3.5065,3.2993
870,0.00364,886.58,266.85,0.301,95.996,96.2326,0.2366,4.004,3.7674
871,0.003767,968.28,248.76,0.2569,95.8567,96.1015,0.2448,4.1433,3.8985
872,0.003222,856.03,226.43,0.2645,96.4555,96.6649,0.2095,3.5445,3.3351
873,0.003847,780.48,158.19,0.2027,95.7683,96.0184,0.2501,4.2317,3.9816
874,0.004057,1004.59,224.23,0.2232,95.5372,95.8009,0.2637,4.4628,4.1991
875,0.002958,849.86,239.09,0.2813,96.7464,96.9386,0.1923,3.2536,3.0614
876,0.00354,1012.42,298.03,0.2944,96.1064,96.3365,0.2301,3.8936,3.6635
877,0.004107,724.87,279.12,0.3851,95.4818,95.7487,0.267,4.5182,4.2513
878,0.003596,804.24,252.44,0.3139,96.0447,96.2784,0.2337,3.9553,3.7216
879,0.003868,1004.51,265.56,0.2644,95.7454,95.9968,0.2514,4.2546,4.0032
880,0.002823,702.96,189.33,0.2693,96.8943,97.0778,0.1835,3.1057,2.9222
881,0.002856,700.56,268.39,0.3831,96.8587,97.0443,0.1856,3.1413,2.9557
882,0.003509,893.71,225.16,0.2519,96.1398,96.3679,0.2281,3.8602,3.6321
883,0.003382,918.62,162.36,0.1767,96.2802,96.5,0.2198,3.7198,3.5
884,0.003551,889.46,191.62,0.2154,96.0937,96.3245,0.2308,3.9063,3.6755
885,0.003234,853.84,180.48,0.2114,96.4427,96.6529,0.2102,3.5573,3.3471
886,0.003931,862.37,208.61,0.2419,95.6756,95.9311,0.2555,4.3244,4.0689
887,0.003688,963.74,252.16,0.2616,95.9432,96.1829,0.2397,4.0568,3.8171
888,0.002893,917.55,259.49,0.2828,96.8182,97.0062,0.188,3.1818,2.9938
889,0.003985,699.69,162.93,0.2329,95.6164,95.8755,0.259,4.3836,4.1245
890,0.003408,834.15,241.32,0.2893,96.2509,96.4724,0.2215,3.7491,3.5276
891,0.003233,932.18,261.1,0.2801,96.4437,96.6538,0.2101,3.5563,3.3462
892,0.002967,920.69,255.22,0.2772,96.7361,96.9289,0.1929,3.2639,3.0711
893,0.003029,1004.03,228.45,0.2275,96.6677,96.8646,0.1969,3.3323,3.1354
894,0.003896,925.06,175.04,0.1892,95.7142,95.9675,0.2533,4.2858,4.0325
895,0.002978,945.58,190.31,0.2013,96.7245,96.9181,0.1936,3.2755,3.0819
896,0.004041,942.29,154.4,0.1639,95.5549,95.8176,0.2627,4.4451,4.1824
897,0.00393,772.47,159.58,0.2066,95.6771,95.9325,0.2554,4.3229,4.0675
898,0.003797,876.06,161.56,0.1844,95.823,96.0698,0.2468,4.177,3.9302
899,0.003437,802.44,224.94,0.2803,96.219,96.4424,0.2234,3.781,3.5576
900,0.003594,805.01,188.27,0.2339,96.047,96.2806,0.2336,3.953,3.7194
901,0.002944,875.13,258.42,0.2953,96.7615,96.9529,0.1914,3.2385,3.0471
902,0.00312,853.0,156.61,0.1836,96.5683,96.771,0.2028,3.4317,3.229
903,0.004008,763.15,220.76,0.2893,95.5911,95.8516,0.2605,4.4089,4.1484
904,0.003336,731.03,289.67,0.3963,96.3302,96.5471,0.2169,3.6698,3.4529
905,0.004,867.97,287.09,0.3308,95.5995,95.8595,0.26,4.4005,4.1405
906,0.003837,822.59,198.27,0.241,95.7794,96.0288,0.2494,4.2206,3.9712
907,0.003383,924.9,190.69,0.2062,96.279,96.4988,0.2199,3.721,3.5012
908,0.002909,806.75,225.31,0.2793,96.8001,96.9891,0.1891,3.1999,3.0109
909,0.004063,740.98,270.65,0.3653,95.531,95.7951,0.2641,4.469,4.2049
910,0.004174,1004.39,160.34,0.1596,95.4086,95.6799,0.2713,4.5914,4.3201
911,0.003451,775.98,276.73,0.3566,96.2038,96.4281,0.2243,3.7962,3.5719
912,0.003258,868.05,151.2,0.1742,96.416,96.6277,0.2118,3.584,3.3723
913,0.003081,871.69,195.59,0.2244,96.611,96.8112,0.2003,3.389,3.1888
914,0.003672,837.74,238.75,0.285,95.961,96.1997,0.2387,4.039,3.8003
915,0.003491,942.69,179.31,0.1902,96.1602,96.3871,0.2269,3.8398,3.6129
916,0.004061,938.56,186.77,0.199,95.5333,95.7973,0.2639,4.4667,4.2027
917,0.002809,819.41,184.95,0.2257,96.9102,97.0928,0.1826,3.0898,2.9072
918,0.003285,965.46,281.58,0.2917,96.3865,96.6,0.2135,3.6135,3.4
919,0.004131,680.5,248.6,0.3653,95.4555,95.724,0.2685,4.5445,4.276
920,0.003989,927.25,165.59,0.1786,95.6125,95.8718,0.2593,4.3875,4.1282
921,0.003542,760.98,223.8,0.2941,96.1041,96.3343,0.2302,3.8959,3.6657
922,0.002884,1018.97,256.75,0.252,96.8278,97.0152,0.1875,3.1722,2.9848
923,0.00293,993.23,284.59,0.2865,96.7767,96.9672,0.1905,3.2233,3.0328
924,0.003528,918.29,205.87,0.2242,96.1196,96.3489,0.2293,3.8804,3.6511
925,0.004164,708.87,164.34,0.2318,95.4192,95.6899,0.2707,4.5808,4.3101
926,0.002987,958.79,161.22,0.1682,96.7144,96.9085,0.1941,3.2856,3.0915
927,0.003595,827.89,294.63,0.3559,96.0456,96.2792,0.2337,3.9544,3.7208
928,0.003131,768.74,197.25,0.2566,96.5554,96.7589,0.2035,3.4446,3.2411
929,0.003921,918.25,260.3,0.2835,95.6867,95.9416,0.2549,4.3133,4.0584
930,0.003245,772.46,161.2,0.2087,96.4302,96.6411,0.2109,3.5698,3.3589
931,0.003084,945.18,237.71,0.2515,96.6078,96.8083,0.2004,3.3922,3.1917
932,0.003018,735.89,219.91,0.2988,96.6807,96.8768,0.1961,3.3193,3.1232
933,0.003369,862.21,294.7,0.3418,96.294,96.513,0.219,3.706,3.487
934,0.003091,784.82,189.75,0.2418,96.6002,96.8011,0.2009,3.3998,3.1989
935,0.002968,733.59,252.91,0.3448,96.7353,96.9282,0.1929,3.2647,3.0718
936,0.003957,916.94,156.05,0.1702,95.6474,95.9046,0.2572,4.3526,4.0954
937,0.00397,791.45,163.68,0.2068,95.6327,95.8907,0.2581,4.3673,4.1093
938,0.003148,800.95,227.02,0.2834,96.5377,96.7423,0.2046,3.4623,3.2577
939,0.003748,768.46,298.6,0.3886,95.8771,96.1208,0.2436,4.1229,3.8792
940,0.002844,817.49,217.83,0.2665,96.8721,97.057,0.1848,3.1279,2.943
941,0.003847,764.95,219.31,0.2867,95.768,96.018,0.2501,4.232,3.982
942,0.003925,727.53,151.79,0.2086,95.682,95.9372,0.2552,4.318,4.0628
943,0.003963,1014.07,169.61,0.1673,95.6412,95.8988,0.2576,4.3588,4.1012
944,0.003953,806.56,244.54,0.3032,95.6515,95.9085,0.257,4.3485,4.0915
945,0.003703,877.99,188.82,0.2151,95.9272,96.1679,0.2407,4.0728,3.8321
946,0.003938,687.41,159.67,0.2323,95.6684,95.9243,0.256,4.3316,4.0757
947,0.004063,830.77,169.32,0.2038,95.5302,95.7943,0.2641,4.4698,4.2057
948,0.004067,961.98,199.73,0.2076,95.5262,95.7905,0.2644,4.4738,4.2095
949,0.00286,836.74,175.2,0.2094,96.8542,97.0401,0.1859,3.1458,2.9599
950,0.003603,959.37,209.25,0.2181,96.0362,96.2704,0.2342,3.9638,3.7296
951,0.002841,912.29,175.92,0.1928,96.8746,97.0593,0.1847,3.1254,2.9407
952,0.003101,743.63,191.98,0.2582,96.5893,96.7909,0.2015,3.4107,3.2091
953,0.004037,691.78,242.88,0.3511,95.5595,95.8219,0.2624,4.4405,4.1781
954,0.003144,780.34,211.8,0.2714,96.5415,96.7459,0.2044,3.4585,3.2541
955,0.003571,700.73,191.97,0.274,96.0719,96.3041,0.2321,3.9281,3.6959
956,0.002992,747.82,282.7,0.378,96.7087,96.9031,0.1945,3.2913,3.0969
957,0.003536,894.46,270.33,0.3022,96.1102,96.3401,0.2298,3.8898,3.6599
958,0.003913,1016.4,267.29,0.263,95.6959,95.9503,0.2543,4.3041,4.0497
959,0.003303,865.14,222.7,0.2574,96.367,96.5816,0.2147,3.633,3.4184
960,0.004078,850.81,208.26,0.2448,95.5145,95.7795,0.2651,4.4855,4.2205
961,0.003052,788.42,182.85,0.2319,96.6431,96.8414,0.1984,3.3569,3.1586
962,0.004054,944.7,158.79,0.1681,95.5405,95.804,0.2635,4.4595,4.196
963,0.004188,860.01,265.03,0.3082,95.393,95.6653,0.2722,4.607,4.3347
964,0.004199,1011.15,165.02,0.1632,95.3806,95.6536,0.273,4.6194,4.3464
965,0.00372,770.62,272.44,0.3535,95.9084,96.1502,0.2418,4.0916,3.8498
966,0.004084,699.01,299.46,0.4284,95.5074,95.7729,0.2655,4.4926,4.2271
967,0.003107,967.81,269.61,0.2786,96.5821,96.7841,0.202,3.4179,3.2159
968,0.003297,965.34,276.78,0.2867,96.3736,96.5879,0.2143,3.6264,3.4121
969,0.003047,881.46,270.93,0.3074,96.6488,96.8468,0.198,3.3512,3.1532
970,0.003777,990.75,154.23,0.1557,95.8457,96.0911,0.2455,4.1543,3.9089
971,0.003781,1002.17,234.54,0.234,95.8411,96.0869,0.2458,4.1589,3.9131
972,0.003588,744.0,298.2,0.4008,96.0528,96.2861,0.2332,3.9472,3.7139
973,0.004034,847.36,196.36,0.2317,95.5623,95.8245,0.2622,4.4377,4.1755
974,0.003487,710.69,184.89,0.2602,96.1647,96.3914,0.2266,3.8353,3.6086
975,0.003106,858.99,150.1,0.1747,96.583,96.7849,0.2019,3.417,3.2151
976,0.004085,748.5,169.57,0.2266,95.5064,95.772,0.2655,4.4936,4.228
977,0.003804,992.39,276.64,0.2788,95.8159,96.0632,0.2472,4.1841,3.9368
978,0.003253,687.45,237.99,0.3462,96.4217,96.6331,0.2114,3.5783,3.3669
979,0.004084,943.28,276.97,0.2936,95.5075,95.7729,0.2655,4.4925,4.2271
980,0.004005,1006.59,206.04,0.2047,95.5946,95.8549,0.2603,4.4054,4.1451
981,0.004119,814.5,165.15,0.2028,95.4694,95.7372,0.2677,4.5306,4.2628
982,0.003222,726.39,173.63,0.239,96.4553,96.6647,0.2095,3.5447,3.3353
983,0.004128,949.23,294.1,0.3098,95.459,95.7273,0.2683,4.541,4.2727
984,0.003709,739.23,295.31,0.3995,95.9203,96.1613,0.2411,4.0797,3.8387
985,0.003771,995.81,268.05,0.2692,95.8519,96.097,0.2451,4.1481,3.903
986,0.003113,880.24,176.3,0.2003,96.5762,96.7785,0.2023,3.4238,3.2215
987,0.00323,914.09,169.1,0.185,96.4475,96.6574,0.2099,3.5525,3.3426
988,0.00382,1002.59,292.3,0.2916,95.7976,96.0459,0.2483,4.2024,3.9541
989,0.003348,1018.06,294.78,0.2895,96.3169,96.5346,0.2176,3.6831,3.4654
990,0.002845,884.81,288.16,0.3257,96.8701,97.0551,0.1849,3.1299,2.9449
991,0.004155,755.1,234.83,0.311,95.43,95.7,0.27,4.57,4.3
992,0.004111,727.82,261.8,0.3597,95.4775,95.7447,0.2672,4.5225,4.2553
993,0.003133,1014.01,175.18,0.1728,96.5535,96.7571,0.2037,3.4465,3.2429
994,0.004039,710.17,256.34,0.361,95.5566,95.8192,0.2626,4.4434,4.1808
995,0.003695,981.46,216.99,0.2211,95.9358,96.1759,0.2402,4.0642,3.8241
996,0.003171,764.84,160.17,0.2094,96.5116,96.7177,0.2061,3.4884,3.2823
997,0.003159,716.73,150.19,0.2096,96.5247,96.7301,0.2054,3.4753,3.2699
998,0.00334,929.08,295.37,0.3179,96.3257,96.5428,0.2171,3.6743,3.4572
999,0.004038,847.65,206.81,0.244,95.5578,95.8203,0.2625,4.4422,4.1797
1000,0.003564,714.49,221.92,0.3106,96.0791,96.3108,0.2317,3.9209,3.6892
1001,0.00401,901.33,253.07,0.2808,95.5894,95.85,0.2606,4.4106,4.15
1002,0.003028,705.06,276.86,0.3927,96.6695,96.8663,0.1968,3.3305,3.1337
1003,0.003213,788.36,292.75,0.3713,96.4658,96.6747,0.2088,3.5342,3.3253
1004,0.002904,737.84,206.32,0.2796,96.8057,96.9945,0.1888,3.1943,3.0055
1005,0.003825,866.0,284.72,0.3288,95.7927,96.0414,0.2486,4.2073,3.9586
1006,0.00293,881.97,242.05,0.2744,96.7766,96.9671,0.1905,3.2234,3.0329
1007,0.003476,690.54,291.37,0.4219,96.1766,96.4025,0.2259,3.8234,3.5975
1008,0.003031,982.52,173.57,0.1767,96.6659,96.8629,0.197,3.3341,3.1371
1009,0.002942,749.89,178.5,0.238,96.7641,96.9553,0.1912,3.2359,3.0447
1010,0.003776,925.49,259.5,0.2804,95.8463,96.0918,0.2454,4.1537,3.9082
1011,0.003171,775.72,185.63,0.2393,96.5115,96.7176,0.2061,3.4885,3.2824
1012,0.002869,874.4,275.98,0.3156,96.8436,97.0301,0.1865,3.1564,2.9699
1013,0.003015,802.68,214.14,0.2668,96.6835,96.8794,0.196,3.3165,3.1206
1014,0.003212,905.09,240.03,0.2652,96.4664,96.6752,0.2088,3.5336,3.3248
1015,0.00308,688.75,175.62,0.255,96.6125,96.8127,0.2002,3.3875,3.1873
1016,0.003209,707.86,276.57,0.3907,96.4706,96.6792,0.2086,3.5294,3.3208
1017,0.003232,815.14,223.36,0.274,96.4451,96.6552,0.2101,3.5549,3.3448
1018,0.003725,710.99,231.62,0.3258,95.902,96.1442,0.2422,4.098,3.8558
1019,0.003059,981.07,205.41,0.2094,96.6353,96.8341,0.1988,3.3647,3.1659
1020,0.003424,769.52,219.76,0.2856,96.2335,96.4561,0.2226,3.7665,3.5439
1021,0.003117,771.31,159.25,0.2065,96.5716,96.7742,0.2026,3.4284,3.2258
1022,0.003853,906.94,162.86,0.1796,95.7616,96.012,0.2505,4.2384,3.988
1023,0.003281,864.09,295.61,0.3421,96.3906,96.6038,0.2133,3.6094,3.3962
1024,0.003626,868.22,276.12,0.318,96.0118,96.2475,0.2357,3.9882,3.7525
1025,0.003946,822.33,230.33,0.2801,95.6597,95.9161,0.2565,4.3403,4.0839
